time_stamp,value_int
2016-10-18 00:00:08,0
2016-10-18 00:00:18,0
2016-10-18 00:00:28,0
2016-10-18 00:00:38,0
2016-10-18 00:00:48,0
2016-10-18 00:00:58,0
2016-10-18 00:01:08,0
2016-10-18 00:01:18,0
2016-10-18 00:01:29,0
2016-10-18 00:01:38,0
2016-10-18 00:01:49,0
2016-10-18 00:01:58,0
2016-10-18 00:02:09,0
2016-10-18 00:02:18,0
2016-10-18 00:02:29,0
2016-10-18 00:02:38,0
2016-10-18 00:02:49,0
2016-10-18 00:02:58,0
2016-10-18 00:03:09,0
2016-10-18 00:03:18,0
2016-10-18 00:03:29,0
2016-10-18 00:03:38,0
2016-10-18 00:03:49,0
2016-10-18 00:03:58,0
2016-10-18 00:04:09,0
2016-10-18 00:04:18,0
2016-10-18 00:04:29,0
2016-10-18 00:04:38,0
2016-10-18 00:04:49,0
2016-10-18 00:04:59,0
2016-10-18 00:05:09,0
2016-10-18 00:05:19,0
2016-10-18 00:05:29,0
2016-10-18 00:05:39,0
2016-10-18 00:05:49,0
2016-10-18 00:05:59,0
2016-10-18 00:06:09,0
2016-10-18 00:06:19,0
2016-10-18 00:06:29,0
2016-10-18 00:06:39,0
2016-10-18 00:06:49,0
2016-10-18 00:06:59,0
2016-10-18 00:07:09,0
2016-10-18 00:07:19,0
2016-10-18 00:07:29,0
2016-10-18 00:07:39,0
2016-10-18 00:07:49,0
2016-10-18 00:07:59,0
2016-10-18 00:08:09,0
2016-10-18 00:08:19,0
2016-10-18 00:08:29,0
2016-10-18 00:08:39,0
2016-10-18 00:08:49,0
2016-10-18 00:08:59,0
2016-10-18 00:09:09,0
2016-10-18 00:09:19,0
2016-10-18 00:09:29,0
2016-10-18 00:09:39,0
2016-10-18 00:09:49,0
2016-10-18 00:09:59,0
2016-10-18 00:10:09,0
2016-10-18 00:10:19,0
2016-10-18 00:10:29,0
2016-10-18 00:10:39,0
2016-10-18 00:10:49,0
2016-10-18 00:10:59,0
2016-10-18 00:11:09,0
2016-10-18 00:11:19,0
2016-10-18 00:11:29,0
2016-10-18 00:11:39,0
2016-10-18 00:11:49,0
2016-10-18 00:11:59,0
2016-10-18 00:12:09,0
2016-10-18 00:12:19,0
2016-10-18 00:12:29,0
2016-10-18 00:12:39,0
2016-10-18 00:12:49,0
2016-10-18 00:12:59,0
2016-10-18 00:13:09,0
2016-10-18 00:13:19,0
2016-10-18 00:13:29,0
2016-10-18 00:13:39,0
2016-10-18 00:13:49,0
2016-10-18 00:13:59,0
2016-10-18 00:14:09,0
2016-10-18 00:14:19,0
2016-10-18 00:14:29,0
2016-10-18 00:14:39,0
2016-10-18 00:14:49,0
2016-10-18 00:14:59,0
2016-10-18 00:15:09,0
2016-10-18 00:15:19,0
2016-10-18 00:15:29,0
2016-10-18 00:15:39,0
2016-10-18 00:15:49,0
2016-10-18 00:15:59,0
2016-10-18 00:16:09,0
2016-10-18 00:16:19,0
2016-10-18 00:16:29,0
2016-10-18 00:16:39,0
2016-10-18 00:16:49,0
2016-10-18 00:16:59,0
2016-10-18 00:17:10,0
2016-10-18 00:17:19,0
2016-10-18 00:17:30,0
2016-10-18 00:17:39,0
2016-10-18 00:17:50,0
2016-10-18 00:17:59,0
2016-10-18 00:18:10,0
2016-10-18 00:18:19,0
2016-10-18 00:18:30,0
2016-10-18 00:18:39,0
2016-10-18 00:18:50,0
2016-10-18 00:18:59,0
2016-10-18 00:19:10,0
2016-10-18 00:19:19,0
2016-10-18 00:19:30,0
2016-10-18 00:19:39,0
2016-10-18 00:19:50,0
2016-10-18 00:19:59,0
2016-10-18 00:20:10,0
2016-10-18 00:20:19,0
2016-10-18 00:20:30,0
2016-10-18 00:20:39,0
2016-10-18 00:20:50,0
2016-10-18 00:21:00,0
2016-10-18 00:21:10,0
2016-10-18 00:21:20,0
2016-10-18 00:21:30,0
2016-10-18 00:21:40,0
2016-10-18 00:21:50,0
2016-10-18 00:22:00,0
2016-10-18 00:22:10,0
2016-10-18 00:22:20,0
2016-10-18 00:22:30,0
2016-10-18 00:22:40,0
2016-10-18 00:22:50,0
2016-10-18 00:23:00,0
2016-10-18 00:23:10,0
2016-10-18 00:23:20,0
2016-10-18 00:23:30,0
2016-10-18 00:23:40,0
2016-10-18 00:23:50,0
2016-10-18 00:24:00,0
2016-10-18 00:24:10,0
2016-10-18 00:24:20,0
2016-10-18 00:24:30,0
2016-10-18 00:24:40,0
2016-10-18 00:24:50,0
2016-10-18 00:25:00,0
2016-10-18 00:25:10,0
2016-10-18 00:25:20,0
2016-10-18 00:25:30,0
2016-10-18 00:25:40,0
2016-10-18 00:25:50,0
2016-10-18 00:26:00,0
2016-10-18 00:26:10,0
2016-10-18 00:26:20,0
2016-10-18 00:26:30,0
2016-10-18 00:26:40,0
2016-10-18 00:26:50,0
2016-10-18 00:27:00,0
2016-10-18 00:27:10,0
2016-10-18 00:27:20,0
2016-10-18 00:27:30,0
2016-10-18 00:27:40,0
2016-10-18 00:27:50,0
2016-10-18 00:28:00,0
2016-10-18 00:28:10,0
2016-10-18 00:28:20,0
2016-10-18 00:28:30,0
2016-10-18 00:28:40,0
2016-10-18 00:28:50,0
2016-10-18 00:29:00,0
2016-10-18 00:29:10,0
