time_stamp,value_real
2016-10-16 23:09:41,157.079038
2016-10-16 23:09:46,152.766323
2016-10-16 23:09:51,154.948454
2016-10-16 23:09:56,154.450172
2016-10-16 23:10:01,154.003436
2016-10-16 23:10:06,312.680412
2016-10-16 23:10:11,3897.697595
2016-10-16 23:10:16,153.281787
2016-10-16 23:10:21,155.309278
2016-10-16 23:10:26,153.900344
2016-10-16 23:15:22,152.766323
2016-10-16 23:15:27,151.030928
2016-10-16 23:15:32,152.90378
2016-10-16 23:15:37,154.003436
2016-10-16 23:15:42,154.707904
2016-10-16 23:15:47,151.975945
2016-10-16 23:15:52,153.161512
2016-10-16 23:15:57,152.542955
2016-10-16 23:16:02,155.206186
2016-10-16 23:16:07,152.319588
2016-10-16 23:16:12,153.006873
2016-10-16 23:17:12,152.766323
2016-10-16 23:17:17,153.075601
2016-10-16 23:17:22,5.687285
2016-10-16 23:17:27,152.714777
2016-10-16 23:17:32,153.47079
2016-10-16 23:17:37,155.189003
2016-10-16 23:17:42,154.570447
2016-10-16 23:17:47,153.47079
2016-10-16 23:17:52,153.436426
2016-10-16 23:17:57,153.917526
2016-10-16 23:18:02,152.560137
2016-10-16 23:18:07,154.278351
2016-10-16 23:38:24,105.24055
2016-10-16 23:38:29,104.948454
2016-10-16 23:38:34,9.690722
2016-10-16 23:38:39,144.553265
2016-10-16 23:38:44,107.886598
2016-10-16 23:38:49,102.371134
2016-10-16 23:38:54,143.109966
2016-10-16 23:38:59,144.639175
2016-10-16 23:39:04,144.123711
2016-10-16 23:39:09,146.013746
2016-10-16 23:39:14,142.09622
2016-10-16 23:39:19,140.274914
2016-10-16 23:39:24,142.852234
2016-10-16 23:39:29,142.886598
2016-10-16 23:39:34,143.195876
2016-10-16 23:39:39,142.646048
2016-10-16 23:39:44,141.563574
2016-10-16 23:39:49,141.941581
2016-10-16 23:39:54,142.405498
2016-10-16 23:53:58,142.697595
2016-10-16 23:54:03,108.917526
2016-10-16 23:54:08,143.505155
2016-10-17 00:13:02,143.573883
2016-10-17 00:13:07,140.859107
2016-10-17 00:13:12,143.14433
2016-10-17 00:13:17,141.890034
2016-10-17 00:14:08,146.134021
2016-10-17 00:14:13,11.752577
2016-10-17 00:14:18,246.61512
2016-10-17 00:14:23,22.010309
2016-10-17 00:14:28,142.525773
2016-10-17 00:18:27,141.786942
2016-10-17 00:18:32,142.938144
2016-10-17 00:18:37,104.845361
2016-10-17 00:19:29,141.580756
2016-10-17 00:19:34,144.450172
2016-10-17 00:19:39,128.797251
2016-10-17 00:19:44,141.683849
2016-10-17 00:19:49,143.865979
2016-10-17 00:19:54,145.206186
2016-10-17 00:19:59,143.419244
2016-10-17 00:35:24,34.467354
2016-10-17 00:35:29,3878.178694
2016-10-17 00:35:34,38.092784
2016-10-17 00:35:39,3898.969072
2016-10-17 00:35:44,34.450172
2016-10-17 00:35:49,3878.969072
2016-10-17 00:35:54,35.189003
2016-10-17 00:35:59,3884.278351
2016-10-17 00:36:04,34.501718
2016-10-17 00:36:09,3880.206186
2016-10-17 00:36:14,34.75945
2016-10-17 00:36:19,3850.034364
2016-10-17 00:36:24,34.707904
2016-10-17 00:36:29,3908.419244
2016-10-17 00:36:34,34.467354
2016-10-17 00:36:39,3875.824742
2016-10-17 00:36:44,33.608247
2016-10-17 00:36:49,3912.388316
2016-10-17 00:36:54,35.24055
2016-10-17 00:36:59,3882.508591
2016-10-17 00:37:04,34.845361
2016-10-17 00:37:09,3854.690722
2016-10-17 00:37:14,34.312715
2016-10-17 00:37:19,3888.127148
2016-10-17 00:37:24,35.223368
2016-10-17 00:37:29,3863.642612
2016-10-17 00:37:34,34.845361
2016-10-17 00:37:39,3888.264605
2016-10-17 00:37:44,34.140893
2016-10-17 00:37:49,3866.632302
2016-10-17 00:37:54,34.828179
2016-10-17 00:37:59,3865.257732
2016-10-17 00:38:04,38.024055
